1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,10,8,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,10,8,14,17,15,16,13,18,24,23,20,21,22,19
6,2,3,1,5,4,11,7,9,12,10,8,14,17,15,16,13,18,24,23,20,21,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,20,21,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,20,21,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,19,20,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,19,20,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,19,20,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,19,20,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,19,20,22
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,13,16,18,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,19,22
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,21,20,19,22
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,21,20,19,22
6,2,3,1,5,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,21,20,19,22
6,2,3,1,5,11,4,7,9,12,8,10,14,17,15,13,16,18,24,23,21,20,19,22
6,2,3,1,5,11,4,7,9,12,8,10,14,17,15,13,16,18,24,23,20,21,19,22
6,2,3,1,5,11,4,7,12,9,8,10,14,17,15,13,16,18,24,23,20,21,19,22
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,13,16,18,24,23,20,21,19,22
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,13,16,18,24,23,20,21,22,19
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,13,16,18,24,23,20,21,22,19
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,8,10,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,8,10,14,17,15,13,16,18,24,23,21,22,20,19
6,2,3,1,5,11,4,7,12,9,8,10,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,8,10,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,8,10,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,8,10,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,1,5,11,4,7,12,9,10,8,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,5,1,11,4,7,12,9,10,8,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,5,1,11,4,7,12,9,10,8,14,17,16,15,18,13,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,16,15,18,13,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,16,15,18,13,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,16,15,18,13,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,16,15,18,13,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,16,15,18,13,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,10,8,14,17,16,15,18,13,24,23,21,20,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,16,15,18,13,24,23,21,20,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,16,15,18,13,24,21,23,20,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,16,15,18,13,24,21,23,20,19,22
6,2,3,1,5,4,11,7,12,9,10,8,14,17,16,15,18,13,24,21,23,20,19,22
6,2,3,1,5,4,11,7,12,9,8,10,14,17,16,15,18,13,24,21,23,20,19,22
6,2,3,1,5,4,11,7,12,9,8,10,14,17,16,15,18,13,24,21,23,20,19,22
6,2,3,1,5,4,11,7,12,9,8,10,14,17,16,15,18,13,24,21,23,20,19,22
6,2,3,1,5,4,11,7,12,9,8,10,14,17,16,15,18,13,24,21,23,20,19,22
6,2,3,5,1,4,11,7,12,9,8,10,14,17,16,15,18,13,24,21,23,20,19,22
6,2,3,5,1,4,11,7,12,9,8,10,14,17,16,15,18,13,24,21,23,20,19,22
6,2,3,5,1,4,11,7,12,9,8,10,14,17,16,15,18,13,24,21,23,20,22,19
6,2,3,5,1,4,11,7,12,9,8,10,14,17,16,15,13,18,24,23,21,20,22,19
6,2,3,5,1,4,11,7,12,9,8,10,14,17,16,15,13,18,24,23,21,20,22,19
6,2,3,5,1,4,11,7,12,9,8,10,14,17,16,15,13,18,24,23,21,20,22,19
6,2,3,5,1,4,11,7,12,9,8,10,14,17,16,15,13,18,24,23,21,20,19,22
6,2,3,4,5,1,11,7,12,9,8,10,14,17,16,15,13,18,24,23,21,20,19,22
6,2,3,4,5,1,11,7,12,9,8,10,14,17,16,15,13,18,24,23,21,20,19,22
6,2,3,4,5,1,11,7,12,9,8,10,14,17,16,15,13,18,24,23,21,20,19,22
6,2,3,4,5,1,11,7,12,9,8,10,14,17,16,15,13,18,24,23,21,20,19,22
6,2,3,4,5,1,11,7,12,9,8,10,14,17,16,15,13,18,24,23,21,20,19,22
6,2,3,4,5,1,11,7,12,9,8,10,14,17,16,15,13,18,24,23,21,20,19,22
6,2,3,4,5,1,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,1,5,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,1,5,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,4,1,5,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,4,1,5,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,4,1,5,11,7,12,9,10,8,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,4,1,5,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,4,1,5,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,4,1,5,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,4,1,5,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,20,19,22
6,2,3,4,1,5,11,7,9,12,8,10,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,4,1,5,11,7,9,12,8,10,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,4,1,5,11,7,9,12,8,10,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,4,1,5,11,7,9,12,8,10,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,4,1,5,11,7,9,12,8,10,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,4,1,5,11,7,9,12,8,10,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,16,13,18,24,23,20,21,19,22
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,16,18,13,24,23,20,21,19,22
6,2,3,5,1,4,7,11,9,12,10,8,14,17,15,16,18,13,24,23,20,21,22,19
6,2,3,5,1,4,7,11,9,12,10,8,14,17,15,16,18,13,24,23,20,21,22,19
6,2,3,5,1,4,7,11,9,12,10,8,14,17,15,16,18,13,24,23,20,21,22,19
6,2,3,5,1,4,7,11,9,12,10,8,14,17,15,16,18,13,24,23,20,21,22,19
6,2,3,5,1,4,7,11,9,12,10,8,14,17,15,16,18,13,24,23,20,21,22,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,18,13,24,23,20,21,22,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,18,13,24,23,20,21,22,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,18,13,24,23,21,22,20,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,18,13,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,1,5,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,11,7,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,11,7,12,9,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,12,9,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,12,9,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,9,12,8,10,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,9,12,10,8,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,9,12,10,8,14,17,15,16,13,18,24,23,21,22,20,19
6,2,3,5,1,4,7,11,9,12,10,8,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,16,13,18,24,23,20,21,22,19
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,16,13,18,24,23,20,21,22,19
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,16,13,18,24,23,20,21,22,19
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,16,13,18,24,23,20,21,22,19
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,20,21,22,19
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,20,21,22,19
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,13,16,18,24,23,20,21,22,19
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,13,16,18,24,23,20,21,22,19
6,2,3,5,1,4,11,7,9,12,10,8,14,17,15,13,16,18,24,23,20,21,22,19
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,20,22,21,19
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,20,22,21,19
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,13,16,18,23,24,20,22,21,19
2,6,3,5,1,11,4,7,9,12,10,8,14,17,15,13,16,18,23,24,20,22,21,19
2,6,3,5,1,11,4,7,9,12,8,10,14,17,15,13,16,18,23,24,20,22,21,19
2,6,3,5,1,11,4,7,9,12,8,10,14,17,15,13,16,18,24,23,20,22,21,19
2,6,3,1,5,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,20,22,21,19
6,2,3,1,5,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,20,22,21,19
6,2,3,1,5,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,21,22,20,19
6,2,3,1,5,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,13,16,18,24,23,21,20,22,19
6,2,3,5,1,11,4,7,9,12,10,8,14,17,15,16,13,18,24,23,21,20,22,19
6,2,3,5,1,11,4,7,9,12,10,8,17,14,15,16,13,18,24,23,21,20,22,19
6,2,3,5,1,11,4,7,9,12,10,8,17,14,15,16,13,18,24,23,21,20,22,19
6,2,3,5,1,4,11,7,9,12,10,8,17,14,15,16,13,18,24,23,21,20,22,19
6,2,3,5,1,4,11,7,9,12,10,8,17,14,15,16,13,18,24,23,21,20,22,19
6,2,3,5,1,4,11,7,9,12,10,8,17,14,15,16,13,18,24,23,20,21,22,19
6,2,3,5,1,4,11,7,9,12,10,8,17,14,15,16,18,13,24,23,20,21,22,19
6,2,3,5,1,4,11,7,9,12,10,8,17,14,15,16,18,13,24,23,20,21,22,19
6,2,3,5,1,4,11,7,9,12,10,8,17,14,15,16,18,13,24,23,20,21,22,19
6,2,3,5,1,4,11,7,9,12,10,8,17,14,15,16,18,13,24,23,20,21,22,19
6,2,3,1,5,4,11,7,9,12,10,8,17,14,15,16,18,13,24,23,20,21,22,19
6,2,3,1,5,4,11,7,9,12,10,8,17,14,15,16,18,13,24,23,20,21,22,19
6,2,3,1,5,4,11,7,9,12,10,8,17,14,15,16,18,13,24,23,20,21,22,19
6,2,3,1,5,4,11,7,12,9,10,8,17,16,15,14,18,13,24,23,20,21,22,19
6,2,3,1,5,4,11,7,12,9,10,8,17,16,15,14,13,18,24,23,20,21,22,19
6,2,3,1,5,4,11,7,12,9,10,8,17,16,15,14,13,18,24,23,20,21,22,19
6,2,3,1,5,4,11,7,12,9,10,8,17,16,15,18,13,14,24,23,20,21,22,19
6,2,3,1,4,5,11,7,12,9,10,8,17,16,15,18,13,14,24,23,20,21,22,19
6,2,3,1,4,5,11,7,12,9,10,8,17,16,15,18,13,14,24,23,20,21,22,19
6,2,3,1,4,5,11,7,9,12,10,8,17,16,15,18,13,14,24,23,20,21,22,19
6,2,3,1,4,5,11,7,9,12,10,8,17,16,15,18,13,14,24,23,20,21,22,19
6,2,3,1,4,5,11,7,9,12,10,8,17,16,15,18,13,14,24,23,20,21,22,19
6,2,3,1,4,5,11,7,9,12,10,8,17,16,15,13,18,14,24,23,20,21,22,19
6,2,3,1,4,5,11,7,9,12,10,8,17,16,15,13,18,14,24,23,20,21,22,19
6,2,3,4,1,5,11,7,9,12,10,8,17,15,16,13,18,14,24,23,20,21,22,19
6,2,3,4,1,5,11,7,9,12,10,8,17,15,16,13,14,18,24,23,20,21,22,19
6,2,3,4,1,5,11,7,12,9,10,8,17,15,16,13,14,18,24,23,20,21,22,19
6,2,3,4,1,5,11,7,12,9,10,8,17,15,16,14,13,18,24,23,20,21,22,19
6,2,3,1,4,5,11,7,12,9,10,8,17,15,16,14,13,18,24,23,20,21,22,19
6,2,3,1,4,5,11,7,12,9,10,8,17,15,16,14,13,18,24,23,20,21,22,19
6,2,3,1,4,5,11,7,12,9,10,8,17,15,16,14,13,18,24,23,20,21,22,19
6,2,3,5,4,1,11,7,12,9,10,8,17,15,16,14,13,18,24,23,20,21,22,19
6,2,3,5,4,1,11,7,12,9,10,8,17,15,16,14,13,18,24,23,20,21,22,19
6,2,3,5,4,1,11,7,12,9,10,8,17,15,16,14,13,18,24,23,20,21,22,19
6,2,3,5,4,1,11,7,12,9,10,8,17,15,16,14,13,18,24,23,20,21,22,19
6,2,3,5,1,4,11,7,12,9,10,8,17,15,16,14,18,13,24,23,22,21,20,19
6,2,3,5,1,4,11,7,12,9,10,8,17,15,16,14,18,13,24,23,22,21,20,19
